ticker,yf_ticker,company_name,sector_sp500,industry_sp500,current_price,market_cap,analyst_target_mean,analyst_target_median,analyst_target_low,analyst_target_high,analyst_upside_pct,analyst_count,analyst_dispersion_pct,fundamental_target_mean,fundamental_upside_pct,target_price_pe,target_price_ev_ebitda,target_price_fcf,valuation_method_count,forward_pe,sector_forward_pe,forward_eps,fcf_yield_pct,revenue_growth_pct,earnings_growth_pct,ebitda_margin_pct,net_margin_pct,roe_pct,net_debt_ebitda,return_3m_pct,return_6m_pct,return_12m_pct,volatility_12m_pct,max_drawdown_12m_pct,ml_start_price,ml_target_price_12m,ml_predicted_return_12m_pct,ml_outperform_probability_pct,ml_rank_percentile,ml_signal,ml_forecast_date,ml_maturity_date,fundamental_score,analyst_score,ml_score,quality_score,consistency_score,risk_safety_score,data_completeness_pct,final_score,sp500_rank,final_rank_percentile,final_category,qualified_strong_candidate
ADSK,ADSK,Autodesk,Information Technology,Application Software,217.9,45541097472.0,315.36765,312.5,220.5,456.0,44.73,36.0,74.67,315.2,44.65,257.05,217.9,470.64,3,15.329524,18.08,14.2144,6.93,16.1,59.6,29.34,21.08,53.85,-0.2,-5.24,-16.51,-31.89,36.84,-42.56,217.9,295.01,35.39,63.68,85.37,STRONG,2026-09-07,2027-09-07,84.82999508814059,78.70403481613927,76.694,62.11267390540767,99.95,33.95371996205161,100.0,77.13,1,100.0,Güçlü Aday,True
MU,MU,Micron Technology,Information Technology,Semiconductors,1016.59,1148129771520.0,1513.1111,1540.0,361.0,2200.0,48.84,48.0,121.54,1407.7,38.47,2803.46,1208.9,210.72,3,6.5575776,18.08,155.02524,0.67,345.7,1368.5,75.57,55.91,66.64,-0.29,17.68,174.69,719.76,81.47,-39.1,1016.59,1704.26,67.65,60.24,97.6,STRONG,2026-09-07,2027-09-07,68.48168967963761,78.77987511950049,82.656,81.30506050101047,92.78,25.503102531215106,100.0,76.29,2,99.8,Güçlü Aday,True
ON,ON,ON Semiconductor,Information Technology,Semiconductors,74.38,28957517824.0,107.08,105.0,85.0,150.0,43.96,29.0,60.7,106.06,42.59,81.9,103.72,132.56,3,16.422688,18.08,4.5291,5.72,9.2,36.6,33.72,10.17,8.31,0.4,-36.57,30.79,54.76,61.42,-46.29,74.38,124.14,66.89,64.07,97.19,STRONG,2026-09-07,2027-09-07,82.98204442503956,78.04983219932879,83.942,42.81073899299033,99.04,23.22061945727562,100.0,74.83,3,99.6,Güçlü Aday,True
NXPI,NXPI,NXP Semiconductors,Information Technology,Semiconductors,227.84,57451827200.0,311.10345,310.0,190.0,400.0,36.55,30.0,67.5,377.37,65.63,327.23,365.69,439.2,3,12.590971,18.08,18.09511,6.19,19.5,72.6,38.44,22.56,27.92,1.53,-22.76,13.91,2.88,48.82,-32.92,227.84,320.37,40.61,55.77,88.98,NEUTRAL,2026-09-07,2027-09-07,87.4392839600502,76.00382401529605,75.696,64.50985782135275,80.75,19.925640654658267,100.0,74.73,4,99.4,Güçlü Aday,True
FSLR,FSLR,First Solar,Information Technology,Semiconductors,204.45,21972199424.0,275.30466,274.5,150.0,402.0,34.66,35.0,91.53,444.52,117.42,417.97,452.17,463.42,3,8.845697,18.08,23.11293,7.28,-3.7,23.3,44.36,32.46,18.51,-0.64,-26.72,8.05,1.28,52.79,-37.4,204.45,284.2,39.01,57.6,88.18,STRONG,2026-09-07,2027-09-07,94.34208371991487,74.03549614198457,75.94800000000001,56.03971635538044,52.98,30.406772721891944,100.0,72.6,5,99.2,Güçlü Aday,True
HPE,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",52.0,69028167680.0,67.7795,67.5,52.0,88.0,30.35,23.0,53.11,95.12,82.92,82.39,91.75,111.2,3,11.412894,18.08,4.55625,6.86,33.7,410.2,16.46,6.67,10.94,2.05,6.0,148.41,129.2,53.29,-26.36,52.0,76.71,47.53,62.64,91.78,STRONG,2026-09-07,2027-09-07,90.77116192763194,69.21331685326741,80.124,50.42696863721283,66.43,25.583383057408156,100.0,72.05,6,99.01,Güçlü Aday,True
DECK,DECK,Deckers Brands,Consumer Discretionary,Footwear,85.81,11685765120.0,122.80952,120.0,85.0,184.0,43.12,26.0,80.61,147.42,71.8,140.3,142.78,159.18,3,10.26061,16.78,8.36305,7.46,5.7,1.1,24.01,18.36,42.56,-0.85,-20.64,-17.69,-30.75,44.87,-33.94,85.81,108.87,26.88,45.13,72.55,NEUTRAL,2026-09-07,2027-09-07,89.86142386973845,73.54921419685678,61.581999999999994,63.10117829544286,81.79,35.97584746922889,100.0,72.01,7,98.81,Güçlü Aday,True
INTU,INTU,Intuit,Information Technology,Application Software,332.7,91005763584.0,405.6,400.0,290.0,732.0,21.91,34.0,108.97,572.39,72.05,494.17,489.73,733.28,3,12.175089,18.08,27.32629,7.07,13.7,-0.8,31.93,21.29,23.6,0.17,12.61,-30.34,-49.66,48.4,-63.42,332.7,516.49,55.24,70.99,94.39,STRONG,2026-09-07,2027-09-07,90.12388800960541,62.49344997379989,85.03,51.41430338571494,65.89,20.550176717169737,100.0,71.62,8,98.61,Güçlü Aday,True
ALB,ALB,Albemarle Corporation,Materials,Specialty Chemicals,126.28,14901678080.0,172.564,172.5,83.28,225.0,36.65,22.0,82.13,225.51,78.58,176.8,141.35,358.4,3,11.177941,15.65,11.29725,8.95,31.1,,25.09,3.79,2.65,0.25,-18.55,-21.8,61.46,58.6,-47.38,126.28,161.6,27.97,59.84,74.95,NEUTRAL,2026-09-07,2027-09-07,93.18725099601593,67.5742702970812,68.906,65.6,73.4,28.731243799726688,93.75,71.29,9,98.41,Güçlü Aday,True
HON,HON,Honeywell Technologies,Industrials,Industrial Conglomerates,209.61,66433794048.0,263.4091,265.0,186.0,303.0,25.67,23.0,44.42,272.09,29.81,200.82,365.11,250.34,3,20.987717,20.11,9.98727,3.93,4.3,263.9,22.37,21.58,46.58,3.03,-6.31,-14.33,0.49,27.02,-20.11,209.61,265.3,26.57,42.85,70.94,NEUTRAL,2026-09-07,2027-09-07,77.66907055323011,67.87063148252594,59.704,70.81165601780874,96.76,46.959900745096846,100.0,70.56,10,98.21,Güçlü Aday,True
PTC,PTC,PTC Inc.,Information Technology,Application Software,141.02,15301554176.0,173.35,167.5,140.0,230.0,22.93,20.0,51.92,225.87,60.17,161.11,220.38,296.13,3,15.828528,18.08,8.90923,6.74,-6.8,-12.0,43.2,41.43,35.05,0.98,2.93,-13.33,-33.87,34.71,-47.48,141.02,199.22,41.27,62.64,89.18,STRONG,2026-09-07,2027-09-07,87.27009769142609,59.36743746974988,78.56400000000001,54.63223428679057,73.69,30.01338333957056,100.0,70.4,11,98.01,Güçlü Aday,True
BR,BR,Broadridge Financial Solutions,Industrials,Data Processing & Outsourced Services,172.88,19712090112.0,213.375,220.0,176.0,250.0,23.42,9.0,34.68,262.51,51.85,232.76,236.36,318.42,3,14.93458,20.11,11.57582,6.06,7.5,8.4,24.19,15.04,40.92,1.72,15.72,-10.56,-29.56,28.64,-45.97,172.88,220.84,27.74,57.53,74.55,NEUTRAL,2026-09-07,2027-09-07,86.72550305108679,58.233912935651745,67.74199999999999,63.824421603803614,79.35,46.40704213061724,100.0,70.09,12,97.81,Güçlü Aday,True
FIS,FIS,Fidelity National Information Services,Financials,Transaction & Payment Processing Services,41.89,21602920448.0,50.34783,50.0,37.0,77.0,20.19,28.0,79.45,74.5,77.85,89.38,46.33,87.79,3,6.2513337,13.34,6.70097,12.28,29.1,,28.88,27.65,22.35,5.82,3.46,-17.01,-37.06,32.39,-43.54,41.89,54.4,29.87,65.73,78.76,NEUTRAL,2026-09-07,2027-09-07,89.23794184962279,59.63611854447418,73.548,76.36841096415564,61.31,17.025573125486673,93.75,69.73,13,97.61,Güçlü Aday,True
GEV,GEV,GE Vernova,Industrials,Heavy Electrical Equipment,941.95,250872922112.0,1236.4318,1250.0,940.0,1450.0,31.26,37.0,41.25,860.45,-8.65,508.22,278.86,1794.28,3,37.267284,20.11,25.27552,6.27,21.9,32.8,9.49,23.04,82.58,-2.29,0.94,19.48,57.66,52.02,-24.57,941.95,1226.17,30.17,53.55,78.96,NEUTRAL,2026-09-07,2027-09-07,61.89318674668415,80.94788379153518,68.79599999999999,76.53030091719307,64.14,51.52831119252518,100.0,69.33,14,97.42,Olumlu,False
ZTS,ZTS,Zoetis,Health Care,Pharmaceuticals,75.81,31326480384.0,96.0,94.0,80.0,155.0,26.63,18.0,78.12,123.11,62.39,111.09,129.28,128.96,3,11.6069355,17.01,6.53144,6.44,-0.2,1.2,42.69,27.68,64.91,1.86,-3.9,-36.86,-49.57,37.59,-52.56,75.81,98.35,29.73,58.93,78.56,NEUTRAL,2026-09-07,2027-09-07,87.4069822405294,57.19034876139504,70.708,63.667789777555726,75.25,23.389097554813475,100.0,69.21,15,97.22,Güçlü Aday,True
LVS,LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,44.37,28738500608.0,59.06842,60.0,47.0,71.5,33.13,21.0,41.48,74.84,68.67,59.07,80.46,84.99,3,12.601963,16.78,3.52088,7.7,-0.7,-19.8,33.81,12.59,122.87,2.57,-11.14,-16.21,-17.74,34.98,-35.85,44.37,53.79,21.23,48.55,55.11,NEUTRAL,2026-09-07,2027-09-07,89.4595530919799,72.14836859347437,52.486,60.88272487439925,76.44,35.884593305726554,100.0,68.49,16,97.02,Güçlü Aday,True
LMT,LMT,Lockheed Martin,Industrials,Aerospace & Defense,525.28,121229770752.0,632.9474,620.0,503.0,756.0,20.5,21.0,39.97,671.67,27.87,657.84,624.57,732.6,3,16.05548,20.11,32.71656,4.59,10.5,443.8,12.57,8.16,89.17,1.73,0.91,-20.81,17.95,28.1,-26.87,525.28,656.52,24.98,47.86,66.93,NEUTRAL,2026-09-07,2027-09-07,77.97871803923546,61.166404665618664,59.30200000000001,64.40997166547602,94.06,52.79158666457678,100.0,68.26,17,96.82,Güçlü Aday,True
XYL,XYL,Xylem Inc.,Industrials,Industrial Machinery & Supplies & Components,105.69,24677222400.0,153.875,159.5,129.0,180.0,45.59,21.0,33.14,137.62,30.21,125.58,133.19,154.1,3,16.922558,20.11,6.24551,4.8,1.5,19.5,21.67,11.15,9.18,0.9,-3.5,-13.51,-24.5,24.66,-30.04,105.69,128.67,21.74,47.26,58.12,NEUTRAL,2026-09-07,2027-09-07,79.81390892127692,79.8437593750375,53.775999999999996,43.3412079363423,88.85,63.361389777567055,100.0,67.92,18,96.62,Güçlü Aday,True
EXPE,EXPE,Expedia Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",298.04,35771379712.0,339.80557,332.5,245.0,430.0,14.01,39.0,54.44,488.36,63.86,409.0,344.29,711.8,3,12.22492,16.78,24.37971,9.6,14.0,188.7,18.41,12.97,89.49,-0.5,30.4,19.82,38.67,49.56,-37.44,298.04,370.54,24.33,45.22,65.13,NEUTRAL,2026-09-07,2027-09-07,89.73150874761822,53.25177300709203,57.166,79.41128833820785,64.12,36.47342695203867,100.0,67.52,19,96.42,Güçlü Aday,True
PNR,PNR,Pentair,Industrials,Industrial Machinery & Supplies & Components,60.21,9609516032.0,76.30769,78.0,60.0,94.0,26.74,16.0,44.56,102.51,70.26,103.93,97.28,106.33,3,11.649076,20.11,5.16865,5.81,-17.0,-11.1,25.79,16.24,17.13,1.62,-17.33,-34.19,-44.62,32.5,-46.2,60.21,76.49,27.04,56.39,72.95,NEUTRAL,2026-09-07,2027-09-07,89.56578748297949,61.767167068668286,66.32600000000001,47.03820779453591,70.69,39.259777130753776,100.0,67.41,20,96.22,Güçlü Aday,True
EIX,EIX,Edison International,Utilities,Electric Utilities,56.77,21845889024.0,68.21429,66.5,50.0,86.0,20.16,17.0,52.77,105.09,85.11,109.05,193.66,12.56,3,8.726113,16.76,6.50576,0.38,-4.1,55.1,45.98,19.28,19.73,4.85,-21.66,-18.98,9.56,36.29,-32.84,56.77,71.13,25.3,40.14,67.33,NEUTRAL,2026-09-07,2027-09-07,92.61405988947436,52.765411061644244,56.45399999999999,77.38227660363367,57.44,43.741221299779056,100.0,67.36,21,96.02,Güçlü Aday,True
DD,DD,DuPont,Industrials,Industrial Conglomerates,131.59,17770305536.0,170.0,171.0,156.0,186.0,29.19,17.0,17.65,252.47,91.86,160.15,184.18,413.07,3,16.521526,20.11,7.96476,10.33,4.0,149.6,22.65,0.79,1.79,0.91,-5.96,-2.27,38.27,30.81,-17.31,131.59,157.79,19.91,44.98,46.89,NEUTRAL,2026-09-07,2027-09-07,94.8605577689243,75.61110244440978,46.126000000000005,46.28104523356584,60.96,74.00201411405462,100.0,67.11,22,95.83,Güçlü Aday,True
FICO,FICO,Fair Isaac,Information Technology,Application Software,932.26,20134612992.0,1463.8406,1530.0,696.0,1750.0,57.02,21.0,72.0,994.22,6.65,959.5,906.13,1117.02,3,17.570574,18.08,53.05803,3.85,25.7,41.2,52.78,34.05,,4.23,-18.03,-36.84,-38.62,56.68,-50.93,932.26,1406.07,50.82,62.19,92.59,STRONG,2026-09-07,2027-09-07,66.97538612672598,71.50708602834412,80.43,70.66807165437302,61.79,7.572464027158322,93.75,67.03,23,95.63,Güçlü Aday,True
JBL,JBL,Jabil,Information Technology,Electronic Manufacturing Services,310.57,32543727616.0,441.44443,450.0,365.0,482.0,42.14,10.0,26.5,363.74,17.12,304.46,426.56,360.21,3,18.446629,18.08,16.83614,3.72,11.8,27.6,7.14,2.57,65.88,1.08,-12.06,28.88,49.51,45.99,-25.54,310.57,421.16,35.61,54.07,85.57,NEUTRAL,2026-09-07,2027-09-07,70.88468045625716,74.26501706006823,72.97,37.27356026939112,80.7,45.840937028063586,100.0,66.77,24,95.43,Güçlü Aday,True
AKAM,AKAM,Akamai Technologies,Information Technology,Internet Services & Infrastructure,105.22,15121861632.0,155.12653,155.0,93.0,195.0,47.43,25.0,65.75,130.16,23.7,129.98,106.58,153.92,3,14.639325,18.08,7.18749,4.7,5.4,-26.8,24.98,9.51,8.92,5.54,-29.53,5.34,36.31,58.49,-34.78,105.22,149.18,41.78,58.84,89.38,STRONG,2026-09-07,2027-09-07,75.63608579381105,75.87754351017405,77.16399999999999,27.99608537845584,82.5,12.361103917576704,100.0,66.44,25,95.23,Güçlü Aday,True
QCOM,QCOM,Qualcomm,Information Technology,Semiconductors,168.74,180224524288.0,193.89655,175.0,100.0,400.0,14.91,36.0,154.72,232.85,38.0,184.78,215.08,298.7,3,16.513882,18.08,10.21807,5.68,-4.0,-23.0,27.23,21.01,33.75,0.58,-21.43,25.5,7.85,52.34,-40.98,168.74,285.55,69.22,59.52,98.2,STRONG,2026-09-07,2027-09-07,81.39333078644326,50.40744162976652,82.72800000000001,41.06600896952296,81.74,19.23266588188769,100.0,66.41,26,95.03,Güçlü Aday,True
CCL,CCL,Carnival Corporation,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",23.51,32200452096.0,35.29615,35.0,28.7,43.0,50.13,30.0,40.51,44.92,91.08,44.17,56.11,34.5,3,8.930233,16.78,2.63263,5.9,5.3,-6.5,26.74,11.24,26.69,3.28,-13.78,-7.8,-24.79,47.69,-30.56,23.51,27.66,17.67,37.29,38.28,NEUTRAL,2026-09-07,2027-09-07,90.70847046596222,85.94370377481509,37.884,51.935598663165734,76.01,30.709414895948154,100.0,66.26,27,94.83,Olumlu,False
NOC,NOC,Northrop Grumman,Industrials,Aerospace & Defense,514.98,73159614464.0,647.1429,640.0,538.0,815.0,25.66,23.0,42.8,629.09,22.16,612.06,745.02,530.18,3,16.917887,20.11,30.43997,3.39,5.1,-5.8,16.92,10.48,26.96,2.03,-4.97,-31.28,-9.73,27.09,-35.13,514.98,660.36,28.23,53.61,75.35,NEUTRAL,2026-09-07,2027-09-07,71.67128952544253,68.19127276509106,66.654,39.09827350708631,97.17,44.09733859417424,100.0,66.01,28,94.63,Olumlu,False
TRMB,TRMB,Trimble Inc.,Information Technology,Application Software,59.47,13867205632.0,80.18182,80.0,61.0,94.0,34.83,13.0,41.16,78.45,31.92,74.57,69.11,91.67,3,14.422564,18.08,4.1234,4.95,11.0,,23.27,-2.77,-1.94,1.41,9.74,-15.14,-25.39,31.93,-41.49,59.47,79.01,32.85,60.18,82.97,STRONG,2026-09-07,2027-09-07,79.01762811766633,66.66526666106665,73.854,28.26682549136391,97.82,33.588945913832625,93.75,65.99,29,94.43,Olumlu,False
UNH,UNH,UnitedHealth Group,Health Care,Managed Health Care,397.14,356470816768.0,475.23077,490.0,313.0,529.0,19.66,27.0,45.45,498.45,25.51,381.58,399.33,714.44,3,17.701515,17.01,22.43537,6.81,0.4,61.5,5.92,3.14,14.15,1.57,-0.02,40.5,31.38,35.45,-28.96,397.14,498.54,25.53,46.12,67.74,NEUTRAL,2026-09-07,2027-09-07,79.2403268282801,63.90777563110252,59.092,45.89285180487763,95.23,43.16666856713358,100.0,65.93,30,94.23,Olumlu,False
EFX,EFX,Equifax,Industrials,Research & Consulting Services,177.05,20800700416.0,212.33333,210.0,179.0,245.0,19.93,24.0,31.08,225.4,27.31,203.91,227.15,245.14,3,17.458435,20.11,10.14123,4.56,10.6,0.7,29.86,10.73,14.27,2.75,3.16,-14.04,-25.57,39.04,-41.59,177.05,215.14,21.51,51.61,56.71,NEUTRAL,2026-09-07,2027-09-07,77.60603156992283,67.60587042348169,54.67,52.11342204260078,94.03,32.29710767119265,100.0,65.43,31,94.04,Olumlu,False
DVA,DVA,DaVita,Health Care,Health Care Services,183.99,11738562560.0,218.42857,220.0,165.0,270.0,18.72,7.0,48.07,396.78,115.65,293.39,465.27,431.69,3,10.665853,17.01,17.25038,8.88,5.2,55.8,20.17,6.05,88.48,4.5,-4.25,22.04,35.73,45.15,-27.86,183.99,250.49,36.14,45.13,86.17,NEUTRAL,2026-09-07,2027-09-07,95.05841042609224,47.233268933075735,69.754,61.60722292683551,42.02,24.261797400243694,100.0,65.31,32,93.84,Olumlu,False
TPR,TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",122.14,24353699840.0,167.4,167.0,96.0,232.0,37.06,22.0,81.24,149.82,22.66,148.82,125.99,174.65,3,13.768614,16.78,8.8709,5.75,8.9,,25.28,19.09,197.13,1.39,-12.49,-14.7,17.35,41.0,-25.88,122.14,146.79,20.18,39.29,48.5,NEUTRAL,2026-09-07,2027-09-07,76.28962411224666,67.89491157964633,44.816,80.54579093432008,88.92,32.99611574572519,93.75,65.23,33,93.64,Olumlu,False
DAL,DAL,Delta Air Lines,Industrials,Passenger Airlines,80.17,52721639424.0,105.1875,105.0,50.0,125.0,31.21,25.0,71.3,156.6,95.33,174.81,164.77,130.22,3,9.221216,20.11,8.69408,5.34,18.7,-25.4,10.99,5.78,20.12,2.19,1.19,36.56,33.85,39.06,-22.9,80.17,99.45,24.04,47.31,64.53,NEUTRAL,2026-09-07,2027-09-07,91.79434162085835,69.42463769855081,57.641999999999996,41.80393041185395,60.72,32.67810289638094,100.0,65.22,34,93.44,Olumlu,False
CVS,CVS,CVS Health,Health Care,Health Care Services,96.74,123727593472.0,116.04,116.0,103.0,148.0,19.95,27.0,38.78,152.84,57.99,144.78,146.92,166.83,3,11.36425,17.01,8.51266,6.53,7.1,188.8,4.04,1.18,6.21,3.74,1.47,26.02,35.45,31.24,-16.44,96.74,117.34,21.29,46.94,55.31,NEUTRAL,2026-09-07,2027-09-07,86.90931190492269,66.9939479757919,51.962,47.09122820502966,72.63,46.85834272232681,100.0,64.79,35,93.24,Olumlu,False
BSX,BSX,Boston Scientific,Health Care,Health Care Equipment,47.8,69273174016.0,62.68966,60.0,44.0,94.0,31.15,31.0,79.76,51.29,7.29,58.39,50.78,44.69,3,13.923965,17.01,3.43293,3.54,7.5,15.1,27.2,17.5,15.34,2.12,-1.54,-33.01,-55.45,37.35,-60.58,47.8,62.88,31.55,51.49,81.16,NEUTRAL,2026-09-07,2027-09-07,63.11634816665541,71.97456789827159,69.292,54.48048648210068,80.0,19.15951427088083,100.0,64.63,36,93.04,Olumlu,False
APTV,APTV,Aptiv,Consumer Discretionary,Automotive Parts & Equipment,47.95,9956018176.0,66.61111,65.5,55.0,78.0,38.92,20.0,34.53,164.67,243.42,109.24,191.18,193.59,3,7.363533,16.78,6.51182,16.23,2.3,-35.3,15.76,1.07,5.16,1.52,-30.1,-34.04,-40.4,42.92,-49.52,47.95,61.67,28.61,50.57,76.35,NEUTRAL,2026-09-07,2027-09-07,99.08712974190195,76.56182624730499,66.038,31.58660300195915,15.2,35.05327562192614,100.0,64.6,37,92.84,Olumlu,False
NTAP,NTAP,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals",185.59,36453404672.0,194.1875,195.0,170.0,219.0,4.63,20.0,25.23,199.57,7.53,197.23,215.69,185.78,3,17.016926,18.08,10.9062,3.21,29.9,63.5,28.34,19.18,114.82,-0.5,11.44,85.14,58.91,43.06,-24.83,185.59,263.36,41.91,58.11,89.58,STRONG,2026-09-07,2027-09-07,65.10724226382143,35.19910079640319,76.99199999999999,61.80327117789893,97.27,60.16840183812708,100.0,64.57,38,92.64,Olumlu,False
CSGP,CSGP,CoStar Group,Real Estate,Real Estate Services,30.91,12524657664.0,37.3,36.0,25.0,53.0,20.67,21.0,75.07,34.27,10.87,59.32,18.62,24.87,3,17.838696,34.23,1.73275,3.3,18.4,1261.0,11.08,2.08,0.89,-0.28,-8.79,-36.11,-65.31,43.93,-69.66,30.91,51.78,67.53,63.08,97.39,STRONG,2026-09-07,2027-09-07,62.950863213811424,54.27261709046837,83.666,40.67901234567901,91.53,32.5412687535442,100.0,64.39,39,92.45,Olumlu,False
UBER,UBER,Uber,Industrials,Passenger Ground Transportation,75.76,154744356864.0,101.80979,101.0,70.0,150.0,34.38,51.0,78.58,84.05,10.94,88.09,56.25,107.81,3,17.292421,20.11,4.38111,4.68,12.2,85.5,13.53,17.34,37.16,1.25,7.14,0.84,-17.63,35.84,-34.13,75.76,89.35,17.94,50.63,39.68,NEUTRAL,2026-09-07,2027-09-07,71.18008976751223,76.29426517706071,44.06,69.88383580959415,80.89,34.61297200423249,100.0,64.37,40,92.25,Olumlu,False
ADBE,ADBE,Adobe Inc.,Information Technology,Application Software,266.51,105937731584.0,276.57648,255.0,190.0,380.0,3.78,40.0,68.7,566.29,112.48,497.27,479.13,722.46,3,9.691922,18.08,27.49816,8.7,12.7,7.9,38.61,28.69,62.95,0.15,5.99,-6.03,-22.6,40.05,-47.37,266.51,390.89,46.67,66.03,91.58,STRONG,2026-09-07,2027-09-07,95.07940839382198,30.665962663850664,81.36,62.73707894910992,31.26,28.944979749526016,100.0,64.23,41,92.05,Olumlu,False
LDOS,LDOS,Leidos,Industrials,Diversified Support Services,133.05,16696738816.0,156.6,160.0,125.0,225.0,17.7,17.0,63.86,267.93,101.37,257.02,269.03,277.72,3,10.408632,20.11,12.78266,6.87,7.2,-6.7,13.51,7.8,27.78,2.45,7.31,-24.76,-24.71,34.06,-49.47,133.05,176.51,32.66,63.3,82.57,STRONG,2026-09-07,2027-09-07,94.56503101517978,46.83354733418933,74.862,43.64208834003569,47.55,23.43225582231718,100.0,64.2,42,91.85,Olumlu,False
AIZ,AIZ,Assurant,Financials,Multi-line Insurance,285.74,14093772800.0,330.0,327.0,320.0,355.0,15.49,7.0,10.61,498.83,74.57,312.57,440.22,743.7,3,12.193675,13.34,23.43346,15.25,9.4,30.5,12.91,7.9,18.34,0.1,11.76,29.02,33.89,22.3,-12.57,285.74,343.42,20.18,53.91,48.7,NEUTRAL,2026-09-07,2027-09-07,90.70102568449606,53.36553346213384,50.784,52.04609344135864,59.26,86.10770690929019,100.0,64.08,43,91.65,Olumlu,False
CRM,CRM,Salesforce,Information Technology,Application Software,259.23,213346304000.0,272.13242,270.5,160.0,475.0,4.98,56.0,115.75,410.74,58.44,289.49,271.52,671.2,3,16.193537,18.08,16.00824,8.31,10.8,118.9,29.36,21.99,19.38,2.4,39.99,28.91,7.14,47.15,-43.33,259.23,420.47,62.2,62.71,95.59,STRONG,2026-09-07,2027-09-07,88.43584565846204,31.303405213620856,82.438,57.18396685043499,59.4,10.741845083451036,100.0,64.03,44,91.45,Olumlu,False
FANG,FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,199.22,55785541632.0,232.5357,225.0,205.0,283.0,16.72,30.0,33.54,297.64,49.4,253.63,333.45,305.83,3,11.016563,14.03,18.08368,9.03,52.5,179.5,72.5,9.03,3.49,1.03,4.0,11.56,42.93,31.81,-19.09,199.22,233.58,17.25,43.96,34.07,NEUTRAL,2026-09-07,2027-09-07,87.69303737431228,65.70322281289125,38.025999999999996,60.31746031746031,75.44,55.0739792564396,100.0,63.92,45,91.25,Olumlu,False
ORCL,ORCL,Oracle Corporation,Information Technology,Application Software,158.78,457361195008.0,242.04619,240.0,110.0,400.0,52.44,44.0,119.81,180.05,13.4,198.34,161.76,,2,14.477147,18.08,10.96763,-5.36,20.6,21.9,45.27,25.37,53.38,4.44,-25.43,4.53,-27.99,67.65,-64.58,158.78,245.47,54.6,59.56,93.99,STRONG,2026-09-07,2027-09-07,50.933071367498044,79.14171656686628,80.218,52.8036886017827,70.62,2.3353182576378573,100.0,63.72,46,91.05,Olumlu,False
IP,IP,International Paper,Materials,Paper & Plastic Packaging Products & Materials,37.24,19721183232.0,48.0,48.0,39.0,61.0,28.89,12.0,45.83,71.14,91.04,46.79,68.09,98.55,3,12.455684,15.65,2.9898,8.35,-2.2,,16.25,-14.21,-16.48,2.33,12.06,-3.3,-19.1,43.56,-39.68,37.24,49.7,33.47,44.1,83.57,NEUTRAL,2026-09-07,2027-09-07,93.7019920318725,60.69508278033112,67.782,31.2,61.15,29.61368064160129,93.75,63.57,47,90.85,Olumlu,False
AMT,AMT,American Tower,Real Estate,Telecom Tower REITs,175.85,81939079168.0,215.69565,210.0,188.0,260.0,22.66,25.0,33.38,195.19,11.0,239.97,192.56,153.03,3,25.085451,34.23,7.01004,3.56,4.7,138.5,64.38,31.08,33.91,6.14,-8.55,-4.92,-6.38,26.13,-15.69,175.85,209.15,18.93,42.39,42.89,NEUTRAL,2026-09-07,2027-09-07,63.85657370517929,71.02784411137644,42.69,71.5432098765432,90.02,59.52530309127201,100.0,63.55,48,90.66,Olumlu,False
ALGN,ALGN,Align Technology,Health Care,Health Care Supplies,158.63,11269406720.0,208.6,209.0,170.0,240.0,31.5,17.0,33.56,212.25,33.8,213.43,206.01,217.32,3,12.6417,17.01,12.54855,5.19,4.3,-12.1,21.98,9.99,10.15,-1.08,-5.43,-8.83,17.77,39.25,-21.54,158.63,189.6,19.53,39.05,44.69,NEUTRAL,2026-09-07,2027-09-07,79.85549328111284,70.84156336625347,42.434,40.218366065823695,98.27,57.925312817999064,100.0,63.5,49,90.46,Olumlu,False
CPAY,CPAY,Corpay,Financials,Transaction & Payment Processing Services,416.37,27338686464.0,461.0,455.0,390.0,536.0,10.72,16.0,31.67,449.05,7.85,419.47,421.87,505.81,3,13.239943,13.34,31.44802,7.12,21.5,-7.0,55.74,22.72,29.22,2.7,19.84,32.43,30.14,37.09,-20.2,416.37,536.67,28.89,59.33,77.15,NEUTRAL,2026-09-07,2027-09-07,66.57624819869459,38.03971215884864,70.02199999999999,63.3730995004594,97.37,44.69044340060727,100.0,63.23,50,90.26,Olumlu,False
WDAY,WDAY,"Workday, Inc.",Information Technology,Application Software,195.79,47185387520.0,207.10289,215.0,92.0,275.0,5.78,42.0,88.36,253.67,29.56,238.94,128.28,393.79,3,14.818274,18.08,13.21274,6.46,12.8,206.0,15.62,12.32,16.01,0.23,35.7,29.63,-15.29,53.75,-54.58,195.79,311.76,59.23,63.34,95.19,STRONG,2026-09-07,2027-09-07,80.06385417235168,31.747806991227964,82.45,47.49713657396802,79.79,20.39388698691536,100.0,63.1,51,90.06,Olumlu,False
