ticker,yf_ticker,company_name,sector_sp500,industry_sp500,current_price,market_cap,analyst_target_mean,analyst_target_median,analyst_target_low,analyst_target_high,analyst_upside_pct,analyst_count,analyst_dispersion_pct,fundamental_target_mean,fundamental_upside_pct,target_price_pe,target_price_ev_ebitda,target_price_fcf,valuation_method_count,forward_pe,sector_forward_pe,forward_eps,fcf_yield_pct,revenue_growth_pct,earnings_growth_pct,ebitda_margin_pct,net_margin_pct,roe_pct,net_debt_ebitda,return_3m_pct,return_6m_pct,return_12m_pct,volatility_12m_pct,max_drawdown_12m_pct,ml_start_price,ml_target_price_12m,ml_predicted_return_12m_pct,ml_outperform_probability_pct,ml_rank_percentile,ml_signal,ml_forecast_date,ml_maturity_date,fundamental_score,analyst_score,ml_score,quality_score,consistency_score,risk_safety_score,data_completeness_pct,final_score,sp500_rank,final_rank_percentile,final_category,qualified_strong_candidate
BMY,BMY,Bristol Myers Squibb,Health Care,Pharmaceuticals,66.82,136494186496.0,66.20833,68.0,40.0,80.0,-0.92,28.0,60.42,112.96,69.05,111.54,122.4,104.95,3,10.189144,17.01,6.55796,5.94,5.7,153.1,38.49,18.87,46.6,1.8,17.99,13.24,49.98,27.48,-12.53,66.82,81.31,21.69,51.0,57.92,NEUTRAL,2026-09-07,2027-09-07,87.92423526234046,23.52389409557638,55.152,77.0712428097416,47.81,56.684794487858284,100.0,59.65,107,78.93,Nötr,False
TPL,TPL,Texas Pacific Land Corporation,Energy,Oil & Gas Exploration & Production,362.42,24997804032.0,442.0,442.0,245.0,639.0,21.96,2.0,89.14,562.59,55.23,1025.53,99.66,,2,4.95651,14.03,73.12,-0.13,31.2,32.7,82.62,60.32,36.57,-0.31,-6.87,-30.76,17.76,48.15,-36.8,362.42,462.13,27.51,41.56,73.55,NEUTRAL,2026-09-07,2027-09-07,64.48112312654145,45.41050164200656,60.754,65.87301587301587,75.99,34.060044732084634,100.0,59.57,108,78.63,Nötr,False
EOG,EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,145.19,76156395520.0,159.88889,157.0,134.0,193.0,10.12,31.0,36.9,195.91,34.93,201.34,241.17,145.21,3,10.113852,14.03,14.35556,5.88,58.7,109.4,54.25,25.73,22.51,0.23,6.16,12.17,23.55,28.47,-14.96,145.19,168.75,16.22,40.39,27.45,NEUTRAL,2026-09-07,2027-09-07,76.72737620944793,47.60583042332169,32.626000000000005,74.6031746031746,79.75,70.99261004257878,100.0,59.57,108,78.63,Nötr,False
IR,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,76.36,29627635712.0,96.25,95.0,82.0,109.0,26.05,14.0,28.05,80.74,5.74,78.77,76.7,86.75,3,19.493168,20.11,3.91727,3.74,8.5,,25.37,12.08,9.47,1.85,5.71,-11.61,-3.49,32.73,-30.56,76.36,92.31,20.89,46.39,52.51,NEUTRAL,2026-09-07,2027-09-07,66.64481315245348,66.58286633146533,50.062,49.28011847523338,82.47,51.04802049426886,93.75,59.55,110,78.33,Nötr,False
LYB,LYB,LyondellBasell,Materials,Specialty Chemicals,63.52,20519370752.0,68.35294,68.0,56.0,88.0,7.61,18.0,46.82,104.21,64.05,101.29,90.85,120.49,3,9.8144045,15.65,6.47212,5.98,19.8,396.0,11.44,-1.13,-2.27,3.27,-0.5,-3.37,24.35,43.21,-35.51,63.52,84.37,32.82,52.95,82.77,NEUTRAL,2026-09-07,2027-09-07,86.35537848605578,28.01199204796819,70.842,50.0,58.44,25.952441662649356,100.0,59.54,111,78.03,Nötr,False
STZ,STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,128.18,21893699584.0,170.8261,173.0,115.0,209.0,33.27,24.0,55.03,217.62,69.77,191.7,196.49,264.66,3,10.34382,15.47,12.39194,10.1,-3.3,30.7,38.16,20.14,23.69,3.02,-8.32,-11.21,-9.57,29.86,-21.98,128.18,141.7,10.54,33.53,1.0,WEAK,2026-09-07,2027-09-07,89.28989922662294,71.5738062952252,14.012,65.50146268184693,75.91,39.74199422116365,100.0,59.54,111,78.03,Nötr,False
HUM,HUM,Humana,Health Care,Managed Health Care,401.54,48217047040.0,418.6087,415.0,280.0,513.0,4.25,26.0,55.66,411.38,2.45,281.79,525.3,427.06,3,24.235834,17.01,16.56803,4.03,26.2,27.1,2.47,0.88,6.89,-2.54,14.97,125.81,30.56,48.65,-46.9,401.54,610.31,51.99,57.8,92.99,STRONG,2026-09-07,2027-09-07,62.620703626173274,29.120356481425926,78.914,44.61002856886633,98.26,36.01755509373446,100.0,59.53,113,77.63,Nötr,False
HST,HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,22.05,15318718464.0,25.14033,25.0,21.0,29.0,14.02,21.0,31.82,45.4,105.87,35.97,40.73,59.49,3,20.98581,34.23,1.05071,11.05,3.6,8.4,27.19,16.47,15.56,2.18,-7.01,20.33,35.67,24.68,-15.27,22.05,25.66,16.36,48.0,28.66,NEUTRAL,2026-09-07,2027-09-07,94.48339973439575,52.188448753795015,36.396,53.95061728395061,42.56,80.40279033879554,100.0,59.53,113,77.63,Nötr,False
FIX,FIX,Comfort Systems USA,Industrials,Construction & Engineering,1610.34,56674832384.0,2197.0,2165.5,1910.0,2500.0,36.43,10.0,26.85,1246.65,-22.58,1210.02,939.17,1590.75,3,26.7594,20.11,60.17848,3.25,1.0,38.8,17.84,12.78,55.29,0.12,-12.62,26.01,122.89,56.46,-26.47,1610.34,2117.77,31.51,57.74,80.96,STRONG,2026-09-07,2027-09-07,46.62766654899389,72.54157016628068,71.672,54.4462008594003,44.81,55.868896669350924,100.0,59.52,115,77.34,Nötr,False
DUK,DUK,Duke Energy,Utilities,Electric Utilities,120.22,93735796736.0,137.27779,136.5,129.0,147.0,14.19,22.0,13.11,142.01,18.12,120.22,163.8,,2,16.761662,16.76,7.17232,-4.78,1.1,10.6,50.66,16.0,9.86,5.51,-2.37,-7.68,2.95,16.01,-10.88,120.22,139.61,16.13,27.59,27.25,NEUTRAL,2026-09-07,2027-09-07,67.66182581501948,60.2997211988848,27.386,63.45939933259177,96.61,89.53578612364856,100.0,59.48,116,77.14,Nötr,False
BKNG,BKNG,Booking Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",193.29,145234329600.0,238.67567,240.0,188.0,301.0,23.48,39.0,47.34,216.58,12.05,207.64,186.32,255.78,3,15.616732,16.78,12.37711,5.32,8.1,130.0,36.87,25.53,,0.36,16.55,6.46,-12.76,36.59,-30.6,193.29,220.46,14.06,37.06,11.22,WEAK,2026-09-07,2027-09-07,70.24770483284254,71.98924795699183,21.556,79.90917500630731,90.29,44.87075754656387,93.75,59.47,117,76.94,Nötr,False
FDX,FDX,FedEx,Industrials,Air Freight & Logistics,322.52,76330942464.0,356.3728,359.5,160.0,479.0,10.5,28.0,89.51,617.7,91.52,419.05,707.59,726.47,3,15.47548,20.11,20.84071,7.41,12.5,-4.3,12.5,4.68,14.85,2.48,-2.2,12.33,81.13,28.14,-11.67,322.52,402.46,24.79,52.15,66.73,NEUTRAL,2026-09-07,2027-09-07,94.23470674264965,36.79042716170865,60.898,42.18123493307006,46.34,46.88458403496612,100.0,59.45,118,76.64,Nötr,False
PCG,PCG,PG&E Corporation,Utilities,Multi-Utilities,14.3,31493849088.0,19.65625,19.75,14.0,24.0,37.46,17.0,50.87,31.94,123.37,30.2,33.68,,2,7.937301,16.76,1.80162,-19.53,0.1,39.8,40.46,11.83,9.32,6.1,-16.18,-20.89,-5.11,34.75,-30.16,14.3,18.07,26.36,38.95,69.94,NEUTRAL,2026-09-07,2027-09-07,72.80640877350812,67.75539102156408,57.544,42.09306637004079,52.39,35.17885189991347,100.0,59.45,118,76.64,Nötr,False
HIG,HIG,Hartford (The),Financials,Property & Casualty Insurance,138.37,37480558592.0,149.85,149.0,135.0,164.0,8.3,23.0,19.35,262.65,89.82,182.59,258.39,346.97,3,10.10819,13.34,13.6889,14.69,8.1,36.1,19.05,14.89,22.06,0.07,5.17,0.28,4.57,19.41,-11.46,138.37,162.06,17.12,45.03,32.87,NEUTRAL,2026-09-07,2027-09-07,91.82927863016022,46.54798619194477,37.733999999999995,58.20351667220112,45.31,89.50437433293801,100.0,59.44,120,76.34,Nötr,False
IBM,IBM,IBM,Information Technology,IT Consulting & Other Services,234.89,221297950720.0,245.34695,245.0,174.0,350.0,4.45,25.0,71.74,306.9,30.66,238.03,284.24,398.44,3,17.845516,18.08,13.16241,5.45,1.1,-1.8,23.84,15.52,34.46,3.47,-16.94,-7.93,-2.5,48.44,-37.5,234.89,354.6,50.97,60.55,92.79,STRONG,2026-09-07,2027-09-07,79.05255689570485,26.699186796747192,79.894,38.92177374607393,77.71,13.277674660849794,100.0,59.35,121,76.14,Nötr,False
CF,CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals,133.35,20180940800.0,125.03789,123.0,98.0,195.72,-6.23,21.0,78.15,238.8,79.08,162.22,286.79,267.4,3,12.864122,15.65,10.36604,6.33,17.6,99.6,50.04,27.12,29.87,0.29,18.1,16.24,61.69,42.7,-25.45,133.35,168.83,26.6,48.48,71.34,NEUTRAL,2026-09-07,2027-09-07,89.30677290836653,12.509090036360146,62.196,87.07407407407408,37.47,42.32389829360511,100.0,59.3,122,75.94,Nötr,False
STX,STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",849.28,192484655104.0,1125.0,1150.0,700.0,1600.0,32.47,25.0,80.0,550.21,-35.21,1001.33,382.13,267.17,3,15.337883,18.08,55.3714,1.01,48.5,148.8,36.92,26.11,371.53,0.49,0.29,141.32,365.43,74.37,-31.81,849.28,1470.63,73.16,69.57,99.0,STRONG,2026-09-07,2027-09-07,34.81689679637614,69.06391625566502,87.228,70.82624476311196,31.38,24.059579165411627,100.0,59.29,123,75.75,Nötr,False
ACN,ACN,Accenture,Information Technology,IT Consulting & Other Services,186.72,114261827584.0,184.1884,185.0,130.0,275.0,-1.36,27.0,78.72,433.53,132.18,265.02,420.14,615.44,3,12.740905,18.08,14.65516,10.58,5.6,9.0,17.71,10.66,24.41,-0.14,6.01,-11.36,-24.66,44.19,-56.51,186.72,317.14,69.85,71.24,98.4,STRONG,2026-09-07,2027-09-07,97.33558915024832,19.919799679198718,87.536,38.78264941993351,19.27,26.614064480713928,100.0,59.28,124,75.55,Nötr,False
AIG,AIG,American International Group,Financials,Multi-line Insurance,76.21,39849689088.0,88.5,88.0,80.0,101.0,16.13,22.0,23.73,185.49,143.39,117.2,198.91,240.36,3,8.673523,13.34,8.78651,18.48,0.5,-10.1,30.46,11.09,7.22,-0.17,1.62,-1.97,-4.53,24.25,-16.98,76.21,89.49,17.43,46.48,36.27,NEUTRAL,2026-09-07,2027-09-07,97.16961939476138,62.484089936359744,40.354,35.943233614195556,29.2,80.9854400650207,100.0,59.24,125,75.35,Nötr,False
TXT,TXT,Textron,Industrials,Aerospace & Defense,79.07,13599004672.0,102.06667,100.0,92.0,115.0,29.08,16.0,22.53,124.09,56.94,146.04,146.22,80.01,3,10.886641,20.11,7.26303,3.33,3.0,5.2,10.98,6.12,12.13,1.65,-13.17,-16.7,-2.69,26.73,-21.5,79.07,92.35,16.8,42.86,31.06,NEUTRAL,2026-09-07,2027-09-07,80.35402693025367,73.3503334013336,35.78,26.287439899504747,80.52,69.4932620902961,100.0,59.17,126,75.15,Nötr,False
CTSH,CTSH,Cognizant,Information Technology,IT Consulting & Other Services,62.31,28067180544.0,64.184,65.6,42.0,84.0,3.01,29.0,65.44,147.31,136.42,114.29,174.42,153.22,3,9.858928,18.08,6.32016,7.89,4.5,3.8,18.65,10.26,14.92,0.26,17.79,-4.74,-10.82,40.35,-54.78,62.31,101.77,63.33,66.75,96.19,STRONG,2026-09-07,2027-09-07,96.16984118321236,27.588910355641424,84.414,32.065790076510744,21.39,26.78387221896065,100.0,58.95,127,74.95,Nötr,False
IT,IT,Gartner,Information Technology,IT Consulting & Other Services,186.42,11772231680.0,185.15385,184.0,150.0,229.0,-0.68,15.0,42.67,406.07,117.82,295.83,403.12,519.25,3,11.395687,18.08,16.35882,8.94,-0.6,33.1,21.41,12.0,113.58,1.33,13.66,10.31,-21.25,55.16,-52.39,186.42,291.79,56.52,64.13,94.59,STRONG,2026-09-07,2027-09-07,95.83146864596408,16.059184236736947,82.406,49.7809033663709,25.27,21.673611527638734,100.0,58.85,128,74.65,Nötr,False
IQV,IQV,IQVIA,Health Care,Life Sciences Tools & Services,267.77,44074938368.0,276.27777,278.0,240.0,300.0,3.18,21.0,21.72,260.9,-2.57,245.93,191.7,345.06,3,18.518646,17.01,14.45948,4.88,8.7,-0.6,17.95,8.1,22.82,4.65,45.96,53.46,45.46,41.26,-35.87,267.77,352.84,31.77,53.74,81.36,NEUTRAL,2026-09-07,2027-09-07,62.583564048889194,35.41490165960664,70.312,49.22161582774981,94.27,34.62780431638625,100.0,58.85,128,74.65,Nötr,False
COP,COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,134.26,161291567104.0,145.33333,146.0,126.0,189.0,8.25,26.0,43.35,142.99,6.5,133.37,186.71,108.88,3,14.118809,14.03,9.5093,4.77,35.5,107.0,41.55,14.4,14.18,0.58,15.38,16.31,44.61,30.43,-22.28,134.26,169.12,25.97,44.37,68.74,NEUTRAL,2026-09-07,2027-09-07,63.228988806678046,39.46103784415138,58.99199999999999,52.38095238095238,98.37,53.90936896039547,100.0,58.84,130,74.35,Nötr,False
UPS,UPS,United Parcel Service,Industrials,Air Freight & Logistics,102.29,87026450432.0,116.07692,117.5,76.0,135.0,13.48,29.0,50.83,190.02,85.77,162.36,207.84,199.85,3,12.66765,20.11,8.0749,6.43,7.6,-53.0,13.44,5.08,29.6,1.99,-4.26,3.24,29.04,29.15,-19.9,102.29,123.08,20.33,44.75,49.1,NEUTRAL,2026-09-07,2027-09-07,92.50491704069796,51.13600454401818,47.36,39.768181653997736,51.69,49.2802071193738,100.0,58.79,131,74.16,Nötr,False
LULU,LULU,Lululemon Athletica,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",100.61,11138535424.0,110.75385,105.5,44.0,280.0,10.08,34.0,213.09,234.57,133.15,155.25,290.39,258.06,3,10.871891,16.78,9.25414,10.31,-4.3,-5.9,21.49,12.78,30.9,0.32,-11.92,-40.86,-51.18,48.4,-53.4,100.61,125.12,24.36,58.44,65.33,NEUTRAL,2026-09-07,2027-09-07,96.85951844794734,36.76198704794819,62.574,50.10278548668928,28.29,24.129161202994798,100.0,58.76,132,73.96,Nötr,False
EQT,EQT,EQT Corporation,Energy,Oil & Gas Exploration & Production,55.17,34509717504.0,67.44,67.0,52.0,81.0,22.24,25.0,43.0,71.13,28.93,55.17,91.32,66.91,3,14.025249,14.03,3.93362,7.13,-3.9,-74.0,75.27,29.18,11.08,0.79,2.96,-10.43,7.76,30.48,-27.89,55.17,63.38,14.89,33.66,18.04,WEAK,2026-09-07,2027-09-07,79.69645228609372,66.93966775867104,24.287999999999997,50.0,94.67,46.58684973848103,100.0,58.68,133,73.76,Nötr,False
CPRT,CPRT,Copart,Industrials,Diversified Support Services,33.72,31218364416.0,41.0,41.0,25.0,55.0,21.59,13.0,73.17,35.41,5.03,33.77,39.65,32.83,3,20.078003,20.11,1.67945,3.2,2.1,2.3,42.28,33.48,17.61,-2.09,8.91,-10.65,-32.52,29.87,-44.44,33.72,41.18,22.13,56.17,58.72,NEUTRAL,2026-09-07,2027-09-07,62.74194361793333,48.468873875495504,57.7,53.069583463768474,85.37,44.223100470445814,100.0,58.51,134,73.56,Nötr,False
ADP,ADP,Automatic Data Processing,Industrials,Human Resource & Employment Services,277.62,110288084992.0,287.6,287.0,225.0,322.0,3.59,18.0,33.73,311.85,12.33,269.41,265.0,401.15,3,20.720322,20.11,13.39844,4.75,6.8,9.8,29.21,20.11,72.24,0.2,20.6,24.66,-5.26,27.17,-35.47,277.62,336.18,21.1,42.85,54.11,NEUTRAL,2026-09-07,2027-09-07,72.15038579857784,26.72942691770767,49.606,69.45765239505657,91.91,59.84808680542971,100.0,58.39,135,73.36,Nötr,False
INCY,INCY,Incyte,Health Care,Biotechnology,126.75,25691938816.0,127.73913,130.0,86.0,155.0,0.78,28.0,54.02,156.99,23.86,151.12,165.95,153.89,3,14.264846,17.01,8.88548,4.6,37.7,37.7,33.38,27.71,30.67,-2.32,23.8,32.11,48.35,33.1,-18.33,126.75,150.94,19.08,49.72,43.29,NEUTRAL,2026-09-07,2027-09-07,74.45539874400703,26.28942515770063,45.862,81.21853261078444,79.45,58.36980741492583,100.0,58.38,136,73.16,Nötr,False
VLO,VLO,Valero Energy,Energy,Oil & Gas Refining & Marketing,370.72,106740465664.0,325.21054,325.0,190.0,435.0,-12.28,20.0,75.34,446.36,20.4,437.78,404.18,497.12,3,11.876817,14.03,31.21375,7.88,51.7,453.5,10.1,5.45,27.64,0.26,45.47,66.46,143.63,36.14,-12.12,370.72,509.49,37.43,54.79,87.17,NEUTRAL,2026-09-07,2027-09-07,77.06317586795674,10.750203000812006,74.218,58.73015873015873,68.6,54.407527542067,100.0,58.36,137,72.96,Nötr,False
BXP,BXP,"BXP, Inc.",Real Estate,Office REITs,67.69,12243593216.0,76.5,77.0,60.0,91.0,13.02,22.0,40.52,92.0,35.92,76.09,81.03,118.89,3,30.452309,34.23,2.22282,7.19,3.7,-23.2,50.69,9.3,5.31,9.81,9.74,30.98,-6.09,27.81,-33.56,67.69,81.21,19.97,48.57,47.7,NEUTRAL,2026-09-07,2027-09-07,83.41832669322709,46.73258693034772,48.048,41.54320987654321,81.6,34.68886082303773,100.0,58.34,138,72.76,Nötr,False
DOV,DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,192.88,25977122816.0,246.88889,250.0,168.0,288.0,28.0,18.0,48.6,221.04,14.6,234.12,224.42,204.58,3,16.565083,20.11,11.64377,3.49,6.9,14.1,22.67,13.48,14.91,0.79,-9.95,-6.98,9.25,26.13,-18.43,192.88,224.24,16.26,44.59,27.86,NEUTRAL,2026-09-07,2027-09-07,69.5763780321751,63.40277361109443,34.552,49.633420423867356,88.95,64.97418052902586,100.0,58.3,139,72.56,Nötr,False
NKE,NKE,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",38.4,56966352896.0,50.45882,46.5,23.0,94.0,31.4,39.0,140.71,38.2,-0.51,38.44,44.5,31.68,3,16.760288,16.78,2.29113,3.32,-1.1,428.0,10.62,6.7,22.14,0.41,-9.71,-31.32,-47.36,36.07,-47.31,38.4,47.83,24.57,48.04,65.53,NEUTRAL,2026-09-07,2027-09-07,58.49991338991858,72.06940827763312,58.534,38.98700230800139,72.35,29.30529643526298,100.0,58.22,140,72.37,Nötr,False
TROW,TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,109.78,23417815040.0,109.75,112.5,90.0,124.0,-0.03,13.0,30.98,162.55,48.07,137.64,188.11,161.91,3,10.6387205,13.34,10.31891,8.64,10.7,28.6,39.04,29.26,19.4,-0.94,4.82,24.73,3.59,24.17,-19.76,109.78,134.78,22.77,45.36,61.52,NEUTRAL,2026-09-07,2027-09-07,81.59786386369414,20.172280689122758,55.056,66.58331511013562,61.22,76.95230089071448,100.0,58.16,141,72.07,Nötr,False
UDR,UDR,"UDR, Inc.",Real Estate,Multi-Family Residential REITs,36.38,13364710400.0,42.02381,42.0,38.0,46.0,15.51,22.0,19.04,36.05,-0.89,19.17,37.16,51.84,3,64.96429,34.23,0.56,5.83,-0.1,90.9,58.92,29.56,13.74,5.76,-6.5,-0.38,-2.11,20.25,-15.56,36.38,41.95,15.31,41.8,20.24,NEUTRAL,2026-09-07,2027-09-07,65.88047808764941,62.60433041732166,28.863999999999997,65.12345679012346,84.7,74.38944489376367,100.0,58.16,141,72.07,Nötr,False
LUV,LUV,Southwest Airlines,Industrials,Passenger Airlines,39.62,19382427648.0,50.78696,50.0,35.0,65.0,28.19,25.0,59.07,85.04,114.64,96.98,73.1,,2,8.214821,20.11,4.82299,-4.31,16.4,20.5,7.77,2.78,11.1,1.33,-3.76,-3.39,29.59,44.11,-33.49,39.62,50.81,28.25,46.62,75.55,NEUTRAL,2026-09-07,2027-09-07,69.88131860742683,68.30239320957283,63.977999999999994,29.022598555447644,49.56,33.952169479821784,100.0,58.13,143,71.77,Nötr,False
MAA,MAA,Mid-America Apartment Communities,Real Estate,Multi-Family Residential REITs,128.32,15265434624.0,143.64,145.0,121.0,160.0,11.94,26.0,27.15,150.05,16.94,112.27,148.79,189.09,3,39.127083,34.23,3.27957,6.03,1.0,13.7,55.8,18.17,7.05,4.57,-5.62,-1.05,-6.66,18.91,-15.19,128.32,148.25,15.54,39.27,22.44,NEUTRAL,2026-09-07,2027-09-07,74.55511288180611,54.57125828503314,29.172000000000004,49.25925925925926,95.63,84.85670811470523,100.0,58.04,144,71.57,Nötr,False
EXR,EXR,Extra Space Storage,Real Estate,Self-Storage REITs,139.25,30732828672.0,158.5,157.5,140.0,178.0,13.82,21.0,23.97,155.3,11.52,164.55,135.43,165.91,3,28.968834,34.23,4.80689,4.88,3.8,6.0,65.81,27.28,6.95,5.94,-3.13,-2.88,1.32,22.62,-16.7,139.25,161.48,15.96,40.45,25.85,NEUTRAL,2026-09-07,2027-09-07,68.76228419654714,55.41490165960664,31.690000000000005,57.03703703703704,97.96,69.01771070304957,100.0,58.0,145,71.37,Nötr,False
GD,GD,General Dynamics,Industrials,Aerospace & Defense,359.39,97235550208.0,420.02475,430.0,319.0,465.0,16.87,24.0,34.76,418.73,16.51,373.4,388.46,494.32,3,19.352737,20.11,18.5705,4.53,8.1,13.4,12.09,8.18,17.8,0.78,4.19,-0.23,13.43,22.29,-14.53,359.39,416.21,15.81,36.53,24.15,NEUTRAL,2026-09-07,2027-09-07,72.45246860658632,60.471601886407555,29.102,44.005072588822976,99.69,78.10022775512718,100.0,57.96,146,71.17,Nötr,False
TXN,TXN,Texas Instruments,Information Technology,Semiconductors,258.44,236019728384.0,324.7097,340.0,225.0,400.0,25.64,36.0,53.89,170.45,-34.05,192.5,197.9,120.94,3,24.278408,18.08,10.64485,1.5,22.8,51.8,48.94,31.11,35.18,0.74,-8.87,35.12,41.56,42.23,-23.37,258.44,372.83,44.26,56.24,90.58,NEUTRAL,2026-09-07,2027-09-07,37.29738579926868,71.5697662790651,76.844,62.566087872818066,37.69,37.443944781089726,100.0,57.88,147,70.97,Nötr,False
TRV,TRV,Travelers Companies (The),Financials,Property & Casualty Insurance,369.35,77037182976.0,360.33334,359.5,262.0,430.0,-2.44,29.0,46.62,762.03,106.32,402.94,674.29,1208.85,3,12.226635,13.34,30.20864,19.18,0.3,57.1,23.44,16.95,26.51,0.35,22.31,21.53,34.28,20.89,-8.81,369.35,445.41,20.59,54.34,50.5,NEUTRAL,2026-09-07,2027-09-07,95.08519115029243,26.827387309549238,52.036,61.56447637328668,28.42,71.50563441882662,100.0,57.8,148,70.78,Nötr,False
FOXA,FOXA,Fox Corporation (Class A),Communication Services,Broadcasting,65.42,27505018880.0,75.32941,76.0,52.6,112.0,15.15,18.0,78.85,74.08,13.24,84.34,111.3,26.61,3,11.245573,14.5,5.8174,2.02,28.1,3.1,22.67,9.84,14.29,0.87,-1.77,9.92,8.59,35.78,-35.58,65.42,82.94,26.78,46.26,72.14,NEUTRAL,2026-09-07,2027-09-07,61.09893758300132,40.276521106084424,61.788,50.31565656565656,98.33,30.63231955959633,100.0,57.69,149,70.58,Nötr,False
CB,CB,Chubb Limited,Financials,Property & Casualty Insurance,341.59,131785375744.0,366.13043,369.0,306.0,425.0,7.18,25.0,32.5,431.36,26.28,388.28,441.89,463.91,3,11.734681,13.34,29.10944,7.96,6.1,-0.7,24.04,18.07,14.82,1.15,5.02,4.78,22.79,19.61,-9.36,341.59,411.13,20.36,49.15,49.3,NEUTRAL,2026-09-07,2027-09-07,75.07671441892006,40.005800023200095,49.239999999999995,43.16593818871314,83.64,75.17629803454932,100.0,57.68,150,70.28,Nötr,False
PNC,PNC,PNC Financial Services,Financials,Diversified Banks,245.6,97980571648.0,277.725,279.0,251.0,305.0,13.08,22.0,19.44,284.94,16.02,284.94,,,1,11.4969225,13.34,21.36224,,23.6,24.9,0.0,31.37,12.62,,8.4,21.03,22.34,21.53,-17.21,245.6,296.56,20.75,50.71,51.5,NEUTRAL,2026-09-07,2027-09-07,54.31606905710491,56.09130436521747,51.184,55.370308336505516,97.44,85.67101067609042,87.5,57.68,150,70.28,Nötr,False
GDDY,GDDY,GoDaddy,Information Technology,Internet Services & Infrastructure,101.31,12830679040.0,104.53333,100.0,76.0,170.0,3.18,17.0,89.92,229.92,126.94,199.42,193.94,296.39,3,9.187032,18.08,11.0275,9.39,6.6,29.8,27.02,17.83,442.86,1.91,20.06,7.83,-30.09,46.28,-49.63,101.31,140.28,38.46,56.93,87.98,NEUTRAL,2026-09-07,2027-09-07,96.82257272280741,14.027936111744445,75.56,57.57990867579909,25.02,11.913031924575202,100.0,57.64,152,69.98,Nötr,False
KIM,KIM,Kimco Realty,Real Estate,Retail REITs,23.6,15830629376.0,27.01136,26.5,24.0,31.0,14.45,24.0,25.92,29.24,23.89,30.67,25.32,31.73,3,26.339285,34.23,0.896,5.51,4.9,-5.8,60.91,27.76,5.81,6.12,-1.45,3.7,9.7,17.76,-12.7,23.6,26.9,13.96,38.71,10.42,WEAK,2026-09-07,2027-09-07,76.68791500664011,59.750159000636,21.736,54.629629629629626,92.08,73.09608946189263,100.0,57.61,153,69.78,Nötr,False
TDY,TDY,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,610.65,28307091456.0,757.25,755.0,640.0,877.0,24.01,12.0,31.3,579.29,-5.14,483.31,641.2,613.35,3,22.848606,18.08,26.72592,3.22,9.8,21.2,24.98,15.29,9.15,1.06,1.39,-5.71,11.64,26.3,-18.39,610.65,767.54,25.69,49.42,68.14,NEUTRAL,2026-09-07,2027-09-07,57.731812476122904,61.73716694866779,60.652,34.451189403541996,73.37,62.780828003129,100.0,57.59,154,69.58,Nötr,False
PGR,PGR,Progressive Corporation,Financials,Property & Casualty Insurance,218.95,127231852544.0,232.0,233.0,198.0,309.0,5.96,25.0,47.84,328.12,49.86,217.34,323.15,443.86,3,13.437346,13.34,16.29414,11.88,7.3,5.0,16.92,12.85,34.94,0.4,7.37,4.06,-6.36,26.39,-18.54,218.95,264.6,20.85,49.2,52.1,NEUTRAL,2026-09-07,2027-09-07,84.50962109010766,33.071932287729155,50.94,50.69879348932391,65.68,58.421642268411354,100.0,57.57,155,69.38,Nötr,False
ECHO,ECHO,EchoStar,Communication Services,Wireless Telecommunication Services,89.8,26086068224.0,128.42857,120.0,103.0,156.0,43.02,6.0,41.27,128.19,42.75,226.7,29.68,,2,5.742911,14.5,15.63667,-72.34,-4.0,,13.57,-38.71,-33.43,8.59,-22.77,-15.47,33.59,56.24,-40.84,89.8,121.19,34.95,51.64,85.17,NEUTRAL,2026-09-07,2027-09-07,61.37782204515272,66.812747250989,71.758,7.499999999999998,99.81,17.662611505316796,93.75,57.54,156,69.18,Nötr,False
HAL,HAL,Halliburton,Energy,Oil & Gas Equipment & Services,37.07,30884143104.0,43.12,43.0,29.0,53.0,16.32,28.0,55.66,39.91,7.65,40.7,37.12,41.89,3,12.773641,14.03,2.90207,6.64,3.7,16.1,18.5,7.16,14.92,1.49,-4.95,9.84,68.32,35.87,-27.12,37.07,45.24,22.05,41.08,58.52,NEUTRAL,2026-09-07,2027-09-07,68.827546955037,55.868583474333896,51.544,35.714285714285715,92.27,32.83957861761581,100.0,57.49,157,68.99,Nötr,False
